Generation,BestFitness,AverageFitness
Generation,BestFitness,AverageFitness
0,0.015250665490516816,0.004117082170994526
1,0.04065290646522235,0.0086099357927205
2,0.0421090874984551,0.010570769559138327
3,0.12092688344825143,0.02232326058499231
4,0.12092688344825143,0.03289248740089761
5,0.12092688344825143,0.02828671892867965
6,0.12092688344825143,0.026035937910449537
7,0.12092688344825143,0.026693754681418304
8,0.12092688344825143,0.023229514628487047
9,0.14938325461067115,0.030274231851928297
10,0.14938325461067115,0.02912392215421487
11,0.14938325461067115,0.03159023243095563
12,0.14938325461067115,0.042317751673510325
13,0.14938325461067115,0.03562786359763822
14,0.4364820887893593,0.058437454535947064
15,0.4364820887893593,0.06449531236196171
16,0.43767633275064327,0.07594426769397525
17,0.43767633275064327,0.0814649623535951
18,0.43767633275064327,0.08366307871763404
19,0.43767633275064327,0.08835833744121958
20,0.43767633275064327,0.08452835008621032
21,0.43767633275064327,0.08152376187257347
22,0.43767633275064327,0.08168851300305505
23,0.43767633275064327,0.08586547968429752
24,0.43767633275064327,0.08156660834684891
25,0.43767633275064327,0.07794875476027346
26,0.43767633275064327,0.08324137890235829
27,0.43767633275064327,0.09779402635438612
28,0.43767633275064327,0.08406877360814469
29,0.43767633275064327,0.08434085313782139
30,0.43767633275064327,0.08701389108456045
31,0.43767633275064327,0.08270848632741457
32,0.43767633275064327,0.10000579503329932
33,0.43767633275064327,0.09021347626013096
34,0.43767633275064327,0.0926401523660739
35,0.43767633275064327,0.09707342818282634
36,0.43767633275064327,0.08592001051188593
37,0.43767633275064327,0.09699242377378674
38,0.43767633275064327,0.10859328086310016
39,0.43767633275064327,0.09093324551482408
40,0.43767633275064327,0.10835317081999718
41,0.43767633275064327,0.10662354882417999
42,0.43767633275064327,0.09363088223298992
43,0.43767633275064327,0.08219041194893215
44,0.43767633275064327,0.10867631424499384
45,0.43767633275064327,0.11131287354320733
46,0.43767633275064327,0.11200320292149121
47,0.43767633275064327,0.11110212646883241
48,0.43767633275064327,0.09657174640006652
49,0.43767633275064327,0.08897288671396145
Generation,BestFitness,AverageFitness
0,0.015250665490516816,0.004117082170994526
1,0.08349266823591873,0.009249721047504848
2,0.08349266823591873,0.00986033324780627
3,0.08349266823591873,0.013413647367743272
4,0.08349266823591873,0.01929620708020393
5,0.08639065549707063,0.019130046636888345
6,0.08639065549707063,0.02140595480875667
7,0.08639065549707063,0.018552975900288378
8,0.08639065549707063,0.019632691373824198
9,0.08639065549707063,0.01971134895392513
10,0.22260784566739578,0.029523715519188354
11,0.22260784566739578,0.025708949709705907
12,0.24006519597041584,0.04312890792452614
13,0.24006519597041584,0.033756452231741035
14,0.24006519597041584,0.03863651153480182
15,0.24006519597041584,0.03734709804165341
16,0.24006519597041584,0.04135187825843244
17,0.24006519597041584,0.03822161949555435
18,0.24006519597041584,0.03747759482653018
19,0.24006519597041584,0.03984615473905959
20,0.24006519597041584,0.0396402574537154
21,0.24006519597041584,0.037995751271546835
22,0.24006519597041584,0.04530202508867531
23,0.24006519597041584,0.03793096908699549
24,0.24006519597041584,0.051179278650690566
25,0.24006519597041584,0.04476414076289977
26,0.24006519597041584,0.04737164433399502
27,0.24006519597041584,0.04503445517291509
28,0.24006519597041584,0.048394002478391575
29,0.24006519597041584,0.052618512320894394
30,0.24006519597041584,0.05048417459851934
31,0.31969554624612273,0.06789984669578039
32,0.31969554624612273,0.05902855153985807
33,0.31969554624612273,0.07006304477333139
34,0.31969554624612273,0.05381886384655776
35,0.31969554624612273,0.054263144790215864
36,0.31969554624612273,0.06055831375675415
37,0.31969554624612273,0.06710964502249298
38,0.31969554624612273,0.05909812266396036
39,0.31969554624612273,0.06296554624934547
40,0.31969554624612273,0.05564128053378183
41,0.31969554624612273,0.05963709167984331
42,0.31969554624612273,0.05531646619938777
43,0.31969554624612273,0.062469535921839806
44,0.31969554624612273,0.0562644911989042
45,0.31969554624612273,0.05641257139018674
46,0.31969554624612273,0.058319921228291216
47,0.31969554624612273,0.06205981881631334
48,0.31969554624612273,0.057153010178608965
49,0.31969554624612273,0.05762481316081678
