Generation: ,0,#,#,#,fitness
1,4,8,16,32,0.04350420693078005
1,3,24,38,44,0.037100586375513715
1,2,7,8,29,0.03053693526568237
1,2,5,14,16,0.01061044240375698
5,21,27,44,50,0.003177852240455227
2,14,16,24,28,0.002259360214358237
1,38,47,48,49,0.0003440696983266617
Generation: ,14,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
1,7,8,16,49,0.5219709061083218
1,5,7,16,49,0.4720076382536088
1,5,16,32,49,0.456264430576457
5,7,8,16,49,0.45166023482227474
5,16,32,34,49,0.3883502011790703
8,16,22,46,49,0.2486819763516785
5,7,8,21,32,0.22301706395038323
7,8,21,32,42,0.10430591365121568
1,7,8,16,28,0.10235864354133375
8,32,37,44,49,0.05166072943473684
8,12,20,21,44,0.035917923591078614
5,16,38,42,49,0.03240781722956605
19,32,42,43,49,0.027262592454338184
1,2,5,14,16,0.01061044240375698
2,16,20,42,49,0.008297057931886266
1,4,15,16,22,0.004891961550923874
4,6,9,39,49,0.0029242445993864657
2,7,8,28,48,0.002820779123904968
10,23,24,42,49,0.0011394865872960305
Generation: ,15,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
1,7,8,16,49,0.5219709061083218
1,5,7,16,49,0.4720076382536088
1,5,16,32,49,0.456264430576457
5,7,8,16,49,0.45166023482227474
5,7,9,16,49,0.40041992573948676
5,16,32,34,49,0.3883502011790703
7,16,22,27,32,0.0936454571447645
1,7,8,40,49,0.06868475105268898
14,16,22,32,45,0.05966485559143089
1,5,32,34,37,0.04955181025905501
7,8,11,37,49,0.03761777633142171
8,12,24,28,41,0.025618283757833656
8,13,34,38,42,0.01622279030037416
5,8,15,24,39,0.014165818815498396
2,14,16,34,49,0.011317586261290138
1,2,5,14,16,0.01061044240375698
2,7,8,28,48,0.002820779123904968
1,2,8,14,17,5.733520205843845e-05
4,6,26,28,47,1.2672322147204618e-05
Generation: ,16,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
1,7,8,16,49,0.5219709061083218
1,5,22,32,49,0.47911433690610317
1,5,7,16,49,0.4720076382536088
1,5,16,32,49,0.456264430576457
1,5,7,8,16,0.416517158290587
5,7,9,16,49,0.40041992573948676
5,9,32,34,49,0.2912781745259119
1,7,8,13,42,0.11234513642462102
9,16,22,28,32,0.10418392892723162
1,5,32,34,37,0.04955181025905501
8,13,34,38,42,0.01622279030037416
1,7,14,16,20,0.013073003582799902
1,2,33,34,37,0.012599763594761594
1,2,5,14,16,0.01061044240375698
2,16,38,45,46,0.006193576652712358
4,6,13,32,49,0.004717873756600105
1,5,10,43,49,0.002316072616621136
1,8,10,37,42,0.00032076840283952164
1,27,34,37,47,0.00022112430185598333
Generation: ,17,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
7,8,22,31,49,0.5433908060849012
1,7,8,16,49,0.5219709061083218
1,5,22,32,49,0.47911433690610317
1,5,7,16,49,0.4720076382536088
7,9,32,34,49,0.37042011233146566
5,9,32,34,49,0.2912781745259119
1,13,32,34,49,0.2588263672536769
7,13,16,34,42,0.11302658659681164
1,7,8,13,42,0.11234513642462102
1,7,12,25,43,0.1119884581606537
8,13,35,42,44,0.03223204054923939
5,13,20,42,49,0.020039627458612624
5,20,22,28,37,0.0027669459651124915
4,7,8,28,30,0.001429527230796822
8,16,18,35,47,0.0009448011049609441
1,8,10,37,42,0.00032076840283952164
1,27,34,37,47,0.00022112430185598333
10,16,18,22,37,0.00020209055005854367
13,27,34,37,47,0.00014423453567736981
Generation: ,18,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
7,8,22,31,49,0.5433908060849012
1,7,8,16,49,0.5219709061083218
1,5,22,32,49,0.47911433690610317
1,5,7,16,49,0.4720076382536088
7,13,22,31,34,0.2907436274638035
5,16,32,34,45,0.28498451126078866
1,8,32,43,45,0.15266583367677572
5,8,13,21,22,0.1476059086762058
1,5,9,16,42,0.13580662114578546
7,13,16,34,42,0.11302658659681164
1,7,8,13,42,0.11234513642462102
1,5,22,28,32,0.09395445809912055
8,22,31,38,49,0.09218847768242627
1,7,16,37,49,0.08536516058528165
9,22,29,42,49,0.062064987636409996
1,7,12,15,26,0.016091795048990935
1,16,26,37,41,0.007962613137048847
5,20,22,28,37,0.0027669459651124915
8,13,16,17,42,0.0006382005521998274
Generation: ,19,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
7,8,22,31,49,0.5433908060849012
1,7,8,16,49,0.5219709061083218
1,5,22,32,49,0.47911433690610317
1,9,13,22,49,0.2880403213323559
1,16,22,31,42,0.21783966705523933
1,13,21,31,49,0.16135891000980435
8,13,22,42,49,0.13148792104860063
1,5,9,42,49,0.1302020010852511
7,13,16,34,42,0.11302658659681164
1,7,8,13,42,0.11234513642462102
1,8,22,39,43,0.10859341290806811
1,5,13,32,42,0.09820296322833091
5,12,19,22,37,0.022179929574165293
1,7,12,15,26,0.016091795048990935
8,9,19,35,40,0.006455045386439223
2,13,15,32,34,0.0047523641245538735
7,26,41,42,48,0.0030223236672400206
5,20,22,28,37,0.0027669459651124915
12,13,15,26,48,0.0014390017696893586
Generation: ,20,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
7,8,22,31,33,0.5676373174151943
7,8,22,31,49,0.5433908060849012
1,7,8,16,49,0.5219709061083218
1,5,7,22,32,0.48619711972575047
1,5,22,32,49,0.47911433690610317
9,16,22,45,49,0.39744718641090493
1,9,13,22,49,0.2880403213323559
5,12,34,45,49,0.2828598326910222
7,9,22,42,49,0.19665684694988034
1,5,22,32,42,0.17881197677953217
1,5,9,42,49,0.1302020010852511
5,12,29,30,32,0.02403654695587883
5,12,19,22,37,0.022179929574165293
1,3,22,26,48,0.01893358229024646
2,9,12,18,32,0.015071162821061575
9,31,38,49,50,0.01007202263689686
12,13,15,26,48,0.0014390017696893586
5,10,13,19,42,0.00037460999117445716
13,32,36,40,49,0.00010294211670966536
Generation: ,21,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
7,8,16,22,49,0.6199420492218803
1,7,22,31,49,0.5678706940622832
7,8,22,31,33,0.5676373174151943
7,8,22,31,49,0.5433908060849012
1,7,8,16,49,0.5219709061083218
7,13,31,32,49,0.331739515423236
1,5,9,42,49,0.1302020010852511
1,8,12,22,27,0.0745364034294741
1,4,7,32,49,0.04796421220110313
12,13,15,26,32,0.010146233796086219
9,31,38,49,50,0.01007202263689686
12,15,16,49,50,0.007699720430508277
1,7,16,47,50,0.0020523439883309924
9,20,22,48,50,0.0017999674039994996
1,13,15,46,48,0.001691819632913481
12,13,15,26,48,0.0014390017696893586
13,32,36,40,49,0.00010294211670966536
24,26,36,37,49,4.608731556931977e-05
13,36,40,41,46,1.2860749032749508e-05
Generation: ,22,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
7,8,16,22,49,0.6199420492218803
1,7,22,31,49,0.5678706940622832
7,8,22,31,33,0.5676373174151943
1,9,22,31,42,0.1633884580632019
7,8,16,20,49,0.10448456752181906
5,24,26,31,34,0.08718182447986994
1,7,33,49,50,0.07996130214185672
7,18,22,31,50,0.0139212466591076
9,31,38,49,50,0.01007202263689686
8,13,14,25,46,0.007088291258952904
6,8,12,15,31,0.006751921488042088
1,7,22,26,47,0.005020087331606548
8,22,33,47,50,0.002122858143990113
1,7,16,47,50,0.0020523439883309924
12,13,15,26,48,0.0014390017696893586
7,22,33,36,50,0.00019920531353081144
24,26,36,37,49,4.608731556931977e-05
15,17,22,29,30,1.5001023353606796e-05
13,15,24,36,38,9.34769557023111e-06
Generation: ,23,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
7,8,16,22,49,0.6199420492218803
1,7,22,31,49,0.5678706940622832
7,8,22,31,33,0.5676373174151943
7,22,32,35,49,0.25994398950705894
7,24,26,31,33,0.14755137446790031
1,16,20,22,31,0.10774730602350333
24,26,31,32,34,0.10717170872573308
7,8,16,20,49,0.10448456752181906
1,7,8,20,22,0.10118024893361151
5,24,26,31,34,0.08718182447986994
7,8,22,32,48,0.08111214294032877
1,8,22,48,49,0.07514375606597833
8,16,40,48,49,0.010650417247190576
14,16,24,49,50,0.008162020752871552
16,20,33,47,49,0.0031331369670120272
8,22,33,47,50,0.002122858143990113
15,24,26,34,47,0.00027299277445730634
7,22,33,36,50,0.00019920531353081144
8,22,26,36,38,6.650113513223622e-05
Generation: ,24,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
7,8,16,22,49,0.6199420492218803
1,7,22,31,49,0.5678706940622832
7,8,22,31,33,0.5676373174151943
1,7,8,16,49,0.5219709061083218
1,7,8,31,49,0.45751726597521564
8,9,22,31,32,0.4109297346253575
7,22,32,35,49,0.25994398950705894
7,22,26,33,49,0.22121940559404918
7,8,32,35,49,0.20942947862866082
8,20,22,33,49,0.11294321362550461
5,24,26,31,34,0.08718182447986994
1,2,13,22,49,0.07015154048710122
7,15,16,22,49,0.062433522231754045
3,7,15,31,49,0.03533265907326691
8,16,40,48,49,0.010650417247190576
7,10,16,22,23,0.004429683717873426
1,8,16,17,22,0.002871394013108159
7,10,26,33,50,0.0003292346671494272
15,24,26,34,47,0.00027299277445730634
Generation: ,25,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
7,8,16,22,49,0.6199420492218803
1,7,22,31,49,0.5678706940622832
7,8,22,31,33,0.5676373174151943
1,7,8,16,49,0.5219709061083218
7,13,31,32,49,0.331739515423236
7,8,32,35,49,0.20942947862866082
1,7,8,16,41,0.15714256480599306
1,2,8,12,22,0.10451084655559591
7,22,31,48,49,0.08566939113826368
1,7,8,22,50,0.0739828255028844
7,15,16,22,49,0.062433522231754045
1,7,15,16,22,0.057575653681965246
7,21,22,24,48,0.03931255996410672
7,19,31,33,38,0.0288914471721224
8,16,40,48,49,0.010650417247190576
1,2,15,22,32,0.010166578056912005
15,22,28,43,49,0.004974541915521542
5,8,13,27,50,0.004707929318975726
10,22,33,46,49,0.0034084891848754437
Generation: ,26,#,#,#,fitness,#,#,#,fitness
1,7,16,22,49,0.6478705893213407
7,8,16,22,33,0.6476043352824119
7,8,16,22,49,0.6199420492218803
1,7,22,31,49,0.5678706940622832
7,8,22,31,33,0.5676373174151943
1,7,8,16,49,0.5219709061083218
1,13,16,22,31,0.3511020407434727
7,13,31,32,49,0.331739515423236
8,21,24,31,33,0.21426044723224888
8,9,16,21,31,0.2094560620038122
1,13,31,43,49,0.13217148297849643
13,16,26,32,49,0.11726365546668979
16,20,22,31,49,0.11683834044140697
1,7,15,16,22,0.057575653681965246
7,21,22,24,48,0.03931255996410672
3,16,23,31,38,0.03673269009026287
6,8,16,46,49,0.03474464674262937
7,15,16,49,50,0.007694033299406147
10,22,33,46,49,0.0034084891848754437
10,25,33,44,49,0.002358896433324018
Generation: ,27,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
1,7,16,22,49,0.6478705893213407
7,8,16,22,33,0.6476043352824119
7,8,16,22,49,0.6199420492218803
1,7,22,31,49,0.5678706940622832
1,7,8,16,49,0.5219709061083218
3,12,22,33,34,0.3908360201644632
7,8,13,16,33,0.3556622205606421
7,13,31,32,49,0.331739515423236
1,7,15,16,22,0.057575653681965246
7,9,13,16,38,0.0519661424990395
3,16,23,31,38,0.03673269009026287
13,19,22,26,32,0.035184912492342485
6,8,16,46,49,0.03474464674262937
2,7,29,31,49,0.034307179460605915
1,11,30,34,46,0.013363127035617968
2,7,15,22,49,0.01140476056320064
6,7,9,33,40,0.010555314898063018
1,2,29,31,50,0.004208185771305114
1,6,10,16,49,0.0010772208556968606
Generation: ,28,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
1,7,16,22,49,0.6478705893213407
7,8,16,22,33,0.6476043352824119
8,16,22,33,49,0.6381702175680687
7,8,16,22,49,0.6199420492218803
1,3,7,16,49,0.418297780187153
5,8,22,29,33,0.1563618008793975
1,9,13,22,23,0.15038782149354346
2,8,16,22,49,0.11639906721403931
1,2,33,45,49,0.08162325738245868
7,9,13,16,38,0.0519661424990395
16,22,23,28,44,0.048370921118816086
3,7,11,16,38,0.03751068590357845
3,16,23,31,38,0.03673269009026287
13,19,22,26,32,0.035184912492342485
7,31,40,41,49,0.02323097486106285
2,16,18,33,34,0.01653918309673788
2,7,15,22,49,0.01140476056320064
16,29,38,41,49,0.010492140563439972
7,14,22,28,36,3.316992484010191e-05
Generation: ,29,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
1,7,16,22,49,0.6478705893213407
7,8,16,22,33,0.6476043352824119
8,16,22,33,49,0.6381702175680687
1,3,7,16,49,0.418297780187153
1,7,13,31,49,0.31187276094040983
1,12,16,25,49,0.2676515746804121
1,13,16,22,46,0.15632747298907182
1,9,13,22,23,0.15038782149354346
8,16,31,33,40,0.07311264363113211
13,16,23,29,49,0.06357585297599258
7,13,16,22,37,0.06098728305191672
5,22,29,41,49,0.05106645156460253
16,33,40,41,49,0.02728297224647274
7,31,40,41,49,0.02323097486106285
16,29,38,41,49,0.010492140563439972
5,7,29,41,50,0.006386238315758842
15,16,40,43,49,0.0033156572734916907
7,9,10,27,49,0.0007894972035384152
22,29,33,36,38,8.018885804623291e-05
Generation: ,30,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,16,22,49,0.6478705893213407
7,8,16,22,33,0.6476043352824119
8,16,22,33,49,0.6381702175680687
7,8,16,33,49,0.5912673651214788
5,22,33,44,49,0.3775623831378192
1,7,13,31,49,0.31187276094040983
7,8,16,22,35,0.24390804969637722
1,13,16,46,49,0.1427280949409326
13,22,25,31,39,0.07715602115117753
8,16,31,33,40,0.07311264363113211
13,16,23,29,49,0.06357585297599258
1,7,13,16,38,0.0612567322788035
7,13,16,22,37,0.06098728305191672
14,16,20,22,33,0.015983269264766682
1,11,14,23,29,0.005373968279513827
1,17,22,34,49,0.002448688812887512
7,33,36,45,49,0.0009888051939412597
8,16,17,33,40,0.00040758846154921954
Generation: ,31,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,16,22,49,0.6478705893213407
7,8,16,22,33,0.6476043352824119
7,8,16,22,35,0.24390804969637722
22,33,39,45,49,0.23785999985090875
16,22,25,31,45,0.21001131285142827
1,16,22,29,49,0.2044682437447527
8,13,16,25,33,0.1584714390974149
13,22,25,31,39,0.07715602115117753
7,9,16,23,48,0.03644900913797494
1,16,27,42,49,0.029561423092239098
1,13,25,31,48,0.019332498070111497
1,7,25,47,49,0.006591303145404975
7,17,22,31,49,0.003138501107243981
1,17,22,34,49,0.002448688812887512
7,22,33,36,49,0.0014758385661169946
7,33,36,45,49,0.0009888051939412597
3,8,15,17,34,0.00013444490027571872
4,8,10,35,41,6.595304029988813e-05
Generation: ,32,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,16,22,49,0.6478705893213407
7,8,16,22,33,0.6476043352824119
1,7,16,31,33,0.5649181864674411
8,16,31,33,49,0.5326907686135232
1,7,8,13,22,0.3297028315100004
7,16,31,43,49,0.2521966976167202
16,22,25,31,45,0.21001131285142827
1,16,22,29,49,0.2044682437447527
1,22,25,31,39,0.1182870054728264
7,24,25,32,48,0.030321036834994437
5,14,22,25,31,0.02621285603253709
8,9,25,29,43,0.026053572398872262
1,13,25,31,48,0.019332498070111497
3,15,16,22,41,0.013098310925259947
11,13,22,25,48,0.012063718944679629
1,28,30,42,44,0.004348597329308632
3,8,15,17,34,0.00013444490027571872
10,11,15,26,50,1.3257975647219385e-05
Generation: ,33,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,16,22,49,0.6478705893213407
7,8,16,22,33,0.6476043352824119
7,8,22,33,49,0.6208782727518042
8,16,31,33,49,0.5326907686135232
8,22,32,33,45,0.44042480581339766
16,22,25,31,45,0.21001131285142827
1,16,22,29,49,0.2044682437447527
8,16,22,33,40,0.08758986346712477
8,16,22,49,50,0.08245935683133976
7,31,33,48,49,0.08170685507372863
8,11,19,22,31,0.07349579275372076
5,14,22,25,31,0.02621285603253709
5,22,34,37,41,0.01806221725042169
16,19,25,37,46,0.004797442864308306
4,18,22,25,31,0.0039622940625233085
8,10,13,31,49,0.003551511063534212
1,16,17,22,41,0.0009796173333580535
1,4,10,25,45,0.00019307836619467035
Generation: ,34,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,16,22,49,0.6478705893213407
7,8,16,22,33,0.6476043352824119
8,16,31,33,49,0.5326907686135232
1,11,16,22,49,0.30666764938320196
16,22,29,31,49,0.20270725969102463
16,22,27,31,33,0.0898453959635862
8,16,22,49,50,0.08245935683133976
5,8,22,31,37,0.061665734128006654
5,14,22,25,31,0.02621285603253709
7,22,31,33,47,0.016535324885222122
7,33,34,37,50,0.009822114982489217
1,13,14,26,45,0.009285903473363798
4,8,16,19,39,0.006424128532111015
14,33,40,49,50,0.0014040707081677587
8,10,14,22,31,0.0007742322254284281
8,16,34,36,45,0.0006738977218768242
1,4,10,25,45,0.00019307836619467035
4,10,14,29,33,2.527457725245135e-05
Generation: ,35,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
7,8,16,22,33,0.6476043352824119
7,16,22,31,49,0.6422907997374945
7,16,31,33,49,0.612582400692481
1,7,8,16,49,0.5219709061083218
3,7,16,31,33,0.4331992027854973
7,12,22,26,33,0.22465564258244886
8,14,22,31,33,0.06697053743180945
5,14,22,25,31,0.02621285603253709
7,10,22,31,49,0.00743660181914685
14,33,40,49,50,0.0014040707081677587
7,8,10,14,33,0.0008196204699111782
8,10,14,22,31,0.0007742322254284281
4,10,22,33,44,0.000492680761123182
10,25,29,33,37,0.00015976630226056783
4,10,14,29,33,2.527457725245135e-05
5,14,25,28,36,1.0767590114205121e-05
Generation: ,36,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
7,8,16,22,33,0.6476043352824119
7,22,31,33,49,0.6432607738835017
7,16,22,31,49,0.6422907997374945
7,28,31,33,49,0.11517002353275448
1,7,16,31,37,0.0780450095967797
12,22,26,42,43,0.03401546667394544
1,7,11,13,27,0.02226612128083765
7,10,22,31,49,0.00743660181914685
7,8,10,21,22,0.0037686225577235805
1,7,10,22,25,0.0033917011108430648
5,10,31,43,49,0.0022961254264342945
16,22,33,36,49,0.001516941822847016
2,10,12,31,49,0.0012946167015998216
4,10,22,33,44,0.000492680761123182
7,10,35,40,49,0.00040102972938877384
16,31,36,48,49,0.00016863440120208563
Generation: ,37,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
1,12,21,22,49,0.32635825065450375
1,4,7,8,22,0.04725918443636606
1,2,22,41,49,0.035110007804892845
12,22,26,42,43,0.03401546667394544
2,12,21,25,49,0.0278359353274675
1,4,22,23,49,0.02755424521928302
2,10,12,31,49,0.0012946167015998216
7,12,17,43,45,0.0010045171048176833
7,9,33,36,45,0.0007735678891109808
4,10,22,33,44,0.000492680761123182
6,8,10,23,43,0.00022189995363717428
1,4,10,31,35,0.0002093094937731244
6,31,33,36,49,0.00018576919837537016
16,31,36,48,49,0.00016863440120208563
10,22,30,40,48,2.3846589848472405e-05
10,17,33,44,47,6.835053625975097e-07
Generation: ,38,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
1,3,7,33,49,0.41892948475505204
1,12,21,22,49,0.32635825065450375
1,16,21,22,42,0.12510112330125606
12,16,22,33,37,0.1059900281175836
1,7,16,33,48,0.08596434211289533
1,7,16,26,43,0.07998279718339978
4,7,12,22,49,0.05897601470179792
12,22,26,42,43,0.03401546667394544
19,22,33,42,43,0.03179880804785458
1,12,19,30,49,0.02526535437357434
14,22,26,42,43,0.004010221709432859
10,11,21,31,33,0.0017626892805208487
2,15,31,42,43,0.0015057142672762625
2,10,12,31,49,0.0012946167015998216
2,16,17,22,33,0.0007022926981603171
1,4,10,31,35,0.0002093094937731244
Generation: ,39,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
1,16,22,34,49,0.501121472382999
1,3,7,33,49,0.41892948475505204
3,7,33,34,49,0.3565725022196448
7,22,33,39,49,0.3289250176601761
1,16,21,22,42,0.12510112330125606
1,12,21,42,49,0.11120548169137814
21,28,31,33,49,0.0595874721697789
4,7,12,22,49,0.05897601470179792
1,7,15,22,24,0.04410796206545179
4,16,22,31,37,0.007875789385688683
1,7,10,31,33,0.0065407625562594034
4,11,35,43,49,0.004246623358183281
7,10,16,21,31,0.0037182680648208295
1,13,43,47,49,0.003716198892751458
10,11,21,31,33,0.0017626892805208487
31,36,44,46,49,0.0003228232440147063
Generation: ,40,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
1,7,16,24,33,0.49374473736471075
16,23,24,31,49,0.24108679822964363
2,7,22,33,49,0.1340584558269462
16,31,33,37,49,0.08711832876668746
11,16,21,23,49,0.08322794815803929
4,7,12,22,33,0.06160756936313911
4,7,12,22,49,0.05897601470179792
4,7,9,16,49,0.04326597084300467
21,24,33,35,37,0.015079499746789963
4,13,16,22,35,0.01412668456343531
4,16,22,31,37,0.007875789385688683
4,11,35,43,49,0.004246623358183281
10,11,21,31,33,0.0017626892805208487
14,16,22,35,47,0.0008382639164308494
9,10,20,21,22,0.000607771241946235
2,10,11,17,43,1.4681246676497744e-06
Generation: ,41,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
22,33,39,44,49,0.22119557422574004
2,7,22,33,49,0.1340584558269462
2,7,13,22,49,0.07719503821052236
3,7,22,27,33,0.06761209816210546
1,7,12,15,33,0.05346413153362784
16,19,22,31,37,0.026100403099956638
2,22,32,40,49,0.017026307138124964
4,13,16,22,35,0.01412668456343531
4,13,16,25,35,0.005831776753963059
14,16,22,35,47,0.0008382639164308494
2,4,7,11,18,0.0008127699844021182
14,22,31,35,47,0.0007347540077866506
14,20,22,33,47,0.0003939018261465291
7,13,16,20,36,0.0001493957933789303
2,4,21,32,47,0.00013179807445835357
2,10,11,17,43,1.4681246676497744e-06
Generation: ,42,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
7,9,12,16,33,0.5323311051990258
1,7,16,29,49,0.18944067962099978
2,7,13,22,49,0.07719503821052236
6,7,13,22,49,0.061999358352922355
1,7,12,15,22,0.056056980679147855
1,7,12,20,23,0.05550594824941507
1,7,12,15,33,0.05346413153362784
1,2,24,33,35,0.03496814860009199
12,15,16,22,46,0.025433443376289635
3,4,12,16,29,0.012534690155884745
2,13,22,30,37,0.0017104456171545732
1,2,13,27,40,0.0011945583782054876
2,7,17,33,43,0.0002682846203326592
7,13,16,20,36,0.0001493957933789303
7,18,42,47,48,0.00013746942467258365
2,10,11,17,43,1.4681246676497744e-06
Generation: ,43,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
7,22,31,33,49,0.6432607738835017
1,7,12,31,33,0.5500173396038057
1,5,12,22,33,0.5181447808493133
11,12,13,22,49,0.1947563269179924
15,16,22,31,33,0.058758100986776675
1,7,20,23,33,0.057095787752046726
1,7,12,15,22,0.056056980679147855
1,7,12,20,23,0.05550594824941507
8,12,14,25,33,0.030709592948510583
7,11,20,23,49,0.028469332832601002
12,15,16,22,46,0.025433443376289635
11,12,14,16,41,0.011113447330450795
7,14,23,26,31,0.011049653207643168
1,18,24,35,37,0.004246667414009908
2,12,34,38,40,0.002174770670213124
1,2,13,27,40,0.0011945583782054876
Generation: ,44,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
1,16,22,31,33,0.6097308649734392
1,7,12,31,33,0.5500173396038057
7,8,12,31,33,0.5263070777433089
1,5,12,22,33,0.5181447808493133
7,16,31,41,49,0.17654417919789336
12,16,31,34,42,0.17191436090471612
1,12,22,25,35,0.11057765997557839
1,7,11,14,22,0.03572102844660051
8,12,14,25,33,0.030709592948510583
7,11,20,23,49,0.028469332832601002
1,7,9,14,25,0.02401703425777137
14,16,25,33,41,0.010760858124524403
2,12,20,23,31,0.01033192792488636
16,21,31,33,47,0.008147149496146606
16,18,23,30,31,0.007873259069515477
7,17,22,39,49,0.0016048414174150624
Generation: ,45,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
1,16,22,31,33,0.6097308649734392
5,7,39,45,49,0.1683436494371171
1,5,12,26,33,0.14873936337839558
1,23,33,43,49,0.13108032023431607
7,16,31,39,46,0.1115954808185919
12,16,22,31,38,0.11065987328174369
16,21,22,33,40,0.052114515043530124
7,15,16,45,49,0.041830178771674414
1,7,22,25,40,0.03854683972262388
8,12,14,25,33,0.030709592948510583
18,22,31,44,48,0.009649234385656232
16,18,23,30,31,0.007873259069515477
18,22,33,40,41,0.004798460052085758
7,17,22,39,49,0.0016048414174150624
16,17,39,42,49,0.0005620743841060408
1,11,17,21,26,0.00022585102254632999
Generation: ,46,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
7,16,22,33,39,0.343083784322931
5,7,22,33,43,0.24145862597863987
1,5,8,25,33,0.18586667533015214
1,5,12,26,33,0.14873936337839558
1,23,33,43,49,0.13108032023431607
1,3,22,38,49,0.0745199355579003
7,22,25,33,40,0.04366428873686301
1,5,25,30,49,0.03141476907573553
8,12,14,25,33,0.030709592948510583
1,4,16,22,25,0.024889656550679568
15,16,22,26,33,0.020207095942840664
1,6,7,38,49,0.014940534773232556
1,16,17,22,49,0.003253935353311861
7,17,22,39,49,0.0016048414174150624
4,17,33,39,45,9.54348111506732e-05
10,14,17,22,39,2.2866046465107862e-06
Generation: ,47,#,#,#,fitness,#,#,#,fitness
7,16,22,33,49,0.7338813941638223
16,22,31,33,49,0.661176088837529
1,7,12,22,33,0.6589276667864151
1,7,16,22,49,0.6478705893213407
7,16,22,31,49,0.6422907997374945
16,22,33,39,49,0.33808583629997124
5,7,22,33,43,0.24145862597863987
3,5,7,11,22,0.18256881074628645
1,5,12,26,33,0.14873936337839558
7,16,20,22,31,0.11856557030411236
5,22,33,37,49,0.07984619263873494
12,13,18,33,49,0.06476779687513326
